Loan Amount,Interest Rate,Income,Credit Score,Loan Term,Property Value,Debt-to-Income Ratio,Loan-to-Value,Income-to-Loan Ratio,Monthly Payment,Interest Burden,Credit Score Category,High Risk Flag,Employment Type,Loan Purpose,Marital Status,Dependents,Approved
197843.39,6,80087.45,762,12,319118.26,0.31,0.62,0.405,1930.66,0.289,Very Good,0,Salaried,Home Improvement,Married,1,1
200713.63,3,66689.32,579,11,150000,0.16,1.338,0.332,1787.11,0.322,Poor,0,Salaried,Other,Single,3,0
227898.41,4.82,98438.93,767,11,235384.28,0.36,0.968,0.432,2227.6,0.272,Very Good,0,Salaried,Home Improvement,Married,3,1
217157.18,3.72,48888.23,560,12,212879.6,0.32,1.02,0.225,1872.03,0.46,Poor,0,Salaried,Home Purchase,Married,0,0
140405.42,4.29,78821.44,627,10,195768.73,0.1,0.717,0.561,1441.04,0.219,Fair,0,Salaried,Home Purchase,Married,0,1
143600.14,6,101800.54,589,10,220953.57,0.27,0.65,0.709,1594.26,0.188,Fair,0,Salaried,Home Purchase,Married,2,1
227181.65,5.83,107942.36,809,13,150000,0.43,1.515,0.475,2081.09,0.231,Excellent,0,Self-employed,Other,Married,0,1
180009.53,3,72614.97,655,12,154382.45,0.5,1.166,0.403,1490.09,0.246,Fair,0,Self-employed,Home Improvement,Divorced,1,0
195969.87,4.1,89560.54,529,14,210139.11,0.3,0.933,0.457,1534.94,0.206,Poor,0,Unemployed,Refinancing,Single,1,0
200840.7,3,52022.05,572,10,192104.97,0.45,1.045,0.259,1939.33,0.447,Poor,1,Salaried,Home Improvement,Divorced,1,0
172906.62,3.19,95647.84,748,15,305540.46,0.36,0.566,0.553,1209.94,0.152,Very Good,0,Self-employed,Home Purchase,Single,0,0
206598.61,3,46479.72,516,22,167506.12,0.3,1.233,0.225,1069.97,0.276,Poor,0,Self-employed,Other,Married,1,1
234489.05,3,80638.14,695,19,270846.39,0.41,0.866,0.344,1350.52,0.201,Good,0,Self-employed,Home Purchase,Married,1,0
193529.43,4.93,85033.66,607,11,280698.81,0.31,0.689,0.439,1902.4,0.268,Fair,0,Salaried,Home Purchase,Single,1,1
268586.06,5.15,40000,651,11,186170.51,0.21,1.443,0.149,2669.12,0.801,Fair,0,Salaried,Home Purchase,Divorced,1,0
278134.6,3.81,66528.06,840,17,261222.98,0.42,1.065,0.239,1853.75,0.334,Excellent,0,Unemployed,Home Purchase,Married,1,1
157737.48,3.59,81056.12,656,22,322583.1,0.29,0.489,0.514,865.37,0.128,Fair,0,Salaried,Home Purchase,Divorced,3,0
220434.61,4.97,81445.05,850,23,183257,0.29,1.203,0.369,1341.76,0.198,Excellent,0,Salaried,Home Improvement,Single,1,1
188034.48,3,73764.22,540,16,277746.36,0.24,0.677,0.392,1234.32,0.201,Poor,0,Self-employed,Refinancing,Single,0,1
161861.71,3,40007.92,649,10,361123.39,0.45,0.448,0.247,1562.95,0.469,Fair,0,Retired,Home Improvement,Married,2,1
198144.8,6,57254.89,558,22,251334.58,0.22,0.788,0.289,1353.48,0.284,Poor,0,Unemployed,Home Purchase,Married,0,0
100000,5.46,80723.73,634,10,294550.1,0.28,0.34,0.807,1083.33,0.161,Fair,0,Salaried,Home Improvement,Single,1,1
238887.02,4.35,92807.13,656,17,176895.64,0.17,1.35,0.388,1659.32,0.215,Fair,0,Self-employed,Home Improvement,Single,1,1
243378.87,5.43,82658.19,610,17,210466.86,0.1,1.156,0.34,1829.55,0.266,Fair,0,Unemployed,Refinancing,Divorced,0,1
211477.28,5.21,84327.8,580,10,324727.12,0.16,0.651,0.399,2264.57,0.322,Fair,0,Self-employed,Home Improvement,Divorced,0,0
248317.3,4.88,56956.27,603,14,241099.42,0.38,1.03,0.229,2042.41,0.43,Fair,0,Salaried,Home Purchase,Divorced,2,0
165068.17,5.96,77587.93,450,14,317184.13,0.45,0.52,0.47,1451.33,0.224,Poor,0,Retired,Other,Married,0,1
100000,3,41139.88,663,10,335287.02,0.3,0.298,0.411,965.61,0.282,Fair,0,Salaried,Home Improvement,Single,2,1
175925.4,3,82466.3,609,14,341983.72,0.48,0.514,0.469,1283.72,0.187,Fair,0,Retired,Home Purchase,Married,2,1
139137.14,5.36,57272.68,677,30,231432,0.24,0.601,0.412,778,0.163,Good,0,Salaried,Home Purchase,Single,1,0
200530.97,4.55,68219.21,589,17,328762.99,0.34,0.61,0.34,1413.37,0.249,Fair,0,Salaried,Home Improvement,Married,0,0
272009.9,4.88,63087.87,769,19,312499.58,0.35,0.87,0.232,1832.52,0.349,Very Good,0,Unemployed,Home Purchase,Single,2,0
214769.31,4.83,92348.89,649,14,282924.63,0.5,0.759,0.43,1761.27,0.229,Fair,0,Retired,Home Purchase,Married,2,0
187096.97,6,96023.51,674,24,150000,0.35,1.247,0.513,1227.32,0.153,Good,0,Self-employed,Home Purchase,Married,0,0
255549.43,3.15,78723.11,850,11,376215.96,0.46,0.679,0.308,2293.72,0.35,Excellent,0,Salaried,Home Improvement,Single,1,1
284604.63,5.88,92666.42,606,10,286115.38,0.38,0.995,0.326,3142.41,0.407,Fair,0,Retired,Other,Divorced,1,1
222199.27,3,98206.18,646,11,392632.05,0.36,0.566,0.442,1978.41,0.242,Fair,0,Retired,Refinancing,Single,3,1
167622.95,3.14,72046.34,579,14,266572.4,0.39,0.629,0.43,1234.16,0.206,Poor,0,Salaried,Refinancing,Single,1,0
206159.97,3,57911.14,728,12,181106.89,0.3,1.138,0.281,1706.56,0.354,Good,0,Unemployed,Home Purchase,Married,1,1
207823.67,5.55,86513.5,625,11,309924.44,0.38,0.671,0.416,2106.9,0.292,Fair,0,Salaried,Home Improvement,Married,3,1
190565.79,3,41884.79,634,10,239715.99,0.23,0.795,0.22,1840.12,0.527,Fair,0,Salaried,Refinancing,Married,1,1
264456.81,3.32,107027.48,755,12,177165.64,0.44,1.493,0.405,2228.57,0.25,Very Good,0,Unemployed,Home Purchase,Married,1,0
242252.36,6,95021.71,624,14,189948.61,0.39,1.275,0.392,2134.81,0.27,Fair,0,Salaried,Home Purchase,Single,1,1
142324.46,3,42635.69,795,20,376180.02,0.5,0.378,0.3,789.33,0.222,Very Good,0,Unemployed,Home Purchase,Married,1,0
136828.53,4.24,79883.73,671,12,215653.29,0.23,0.634,0.584,1213.7,0.182,Good,0,Salaried,Home Purchase,Married,2,1
173302.33,4.93,74761.93,704,22,266199.01,0.41,0.651,0.431,1076.79,0.173,Good,0,Salaried,Home Purchase,Divorced,2,1
150297.67,4.43,86103.77,763,11,247500.49,0.41,0.607,0.573,1440.69,0.201,Very Good,0,Self-employed,Home Purchase,Married,1,1
176618.09,6,47146.99,747,14,393012.43,0.24,0.449,0.267,1556.42,0.396,Very Good,0,Salaried,Home Purchase,Married,1,0
199933.99,3.81,85035.76,526,15,268896.74,0.36,0.744,0.425,1459.74,0.206,Poor,0,Salaried,Home Improvement,Single,3,1
191078.06,5.3,63844.59,850,20,252362.25,0.5,0.757,0.334,1293.05,0.243,Excellent,0,Retired,Home Purchase,Single,0,1
208562.53,3,40242.24,702,15,152962.37,0.18,1.363,0.193,1440.29,0.429,Good,0,Salaried,Home Purchase,Divorced,1,0
183308.91,5.89,65558.75,588,16,150000,0.33,1.222,0.358,1476.27,0.27,Fair,0,Self-employed,Home Purchase,Married,2,0
130202.47,3.38,101635.41,619,20,204808.72,0.1,0.636,0.781,747.33,0.088,Fair,0,Self-employed,Home Purchase,Divorced,0,1
151680.74,5.62,84408.07,651,17,225124.93,0.28,0.674,0.556,1155.98,0.164,Fair,0,Self-employed,Home Improvement,Married,2,0
147274.21,4.69,79724.64,585,13,327556.38,0.29,0.45,0.541,1262.42,0.19,Fair,0,Self-employed,Refinancing,Married,1,1
160284.94,5.36,55637.13,404,11,182759.77,0.4,0.877,0.347,1609.67,0.347,Poor,0,Salaried,Refinancing,Single,1,0
220296.93,3.07,55807.32,704,15,158354.53,0.34,1.391,0.253,1529.16,0.329,Good,0,Salaried,Refinancing,Single,0,0
180114.34,3,99780.04,649,20,326787.88,0.16,0.551,0.554,998.91,0.12,Fair,0,Unemployed,Home Purchase,Divorced,3,1
153515.76,3.17,45201.48,767,15,159803.03,0.5,0.961,0.294,1072.6,0.285,Very Good,0,Salaried,Refinancing,Single,2,0
195504.22,4.91,76479.35,734,18,238395.84,0.2,0.82,0.391,1365.38,0.214,Good,0,Retired,Home Purchase,Single,2,0
214537.07,3.22,54846.71,786,13,278362.42,0.32,0.771,0.256,1684.76,0.369,Very Good,0,Salaried,Home Purchase,Married,1,0
212846.42,4.63,82379.02,727,17,286113.37,0.18,0.744,0.387,1509.35,0.22,Good,0,Salaried,Home Purchase,Married,1,1
320309.07,5.12,45468.97,808,17,268643.97,0.34,1.192,0.142,2353.9,0.621,Excellent,0,Retired,Home Purchase,Married,2,1
170285.1,3,69429.57,692,16,274507.26,0.24,0.62,0.408,1117.81,0.193,Good,0,Self-employed,Home Purchase,Single,1,0
218721.88,3.85,84372.86,642,13,188576.92,0.25,1.16,0.386,1784.04,0.254,Fair,0,Salaried,Home Improvement,Single,0,1
253372.2,3.32,84764.7,615,18,150000,0.33,1.689,0.335,1560.33,0.221,Fair,0,Salaried,Home Purchase,Married,1,0
278231.96,5.5,70389.49,850,15,241591.35,0.35,1.152,0.253,2273.2,0.388,Excellent,0,Salaried,Home Purchase,Married,3,0
187464.49,6,78852.52,568,22,281427.27,0.45,0.666,0.421,1280.52,0.195,Poor,0,Salaried,Home Improvement,Married,3,1
110076.79,3.66,85553.83,551,19,150000,0.26,0.734,0.777,670.79,0.094,Poor,0,Salaried,Home Purchase,Single,0,1
184608.72,6,84206.84,596,17,271474.69,0.49,0.68,0.456,1445.67,0.206,Fair,0,Retired,Home Purchase,Married,2,0
217749.18,4.87,96480.21,690,18,150000,0.17,1.452,0.443,1515.65,0.189,Good,0,Retired,Home Purchase,Single,0,0
332165.41,3.48,67424.82,600,18,150000,0.28,2.214,0.203,2072.17,0.369,Fair,0,Salaried,Home Improvement,Single,1,0
130581.37,4.31,85265.95,654,22,217737.89,0.29,0.6,0.653,766.26,0.108,Fair,0,Unemployed,Refinancing,Single,1,1
197265.08,4.14,64267.53,746,21,150000,0.34,1.315,0.326,1173.02,0.219,Very Good,0,Salaried,Home Purchase,Divorced,3,1
166067.81,5.64,70019.97,617,26,150000,0.31,1.107,0.422,1015.38,0.174,Fair,0,Salaried,Home Improvement,Married,3,1
245759.63,3,65325.85,850,10,250537.6,0.32,0.981,0.266,2373.07,0.436,Excellent,0,Self-employed,Refinancing,Divorced,2,0
169129.37,4.58,44738.59,551,10,231094.64,0.31,0.732,0.265,1759.04,0.472,Poor,0,Self-employed,Home Improvement,Married,1,0
123383.35,6,80776.14,548,22,262298.08,0.2,0.47,0.655,842.8,0.125,Poor,0,Salaried,Home Purchase,Single,3,1
100000,5.3,120000,716,18,366575.41,0.24,0.273,1.2,719.35,0.072,Good,0,Retired,Home Improvement,Single,0,0
212938.14,4.28,72456.64,510,10,214797.85,0.1,0.991,0.34,2184.7,0.362,Poor,0,Salaried,Home Purchase,Single,0,1
203922.22,4.78,51804.15,509,18,150000,0.17,1.359,0.254,1409.08,0.326,Poor,0,Self-employed,Home Improvement,Married,0,1
226048.76,3.77,83226.36,569,17,150000,0.2,1.507,0.368,1502.1,0.217,Poor,0,Self-employed,Home Purchase,Married,0,1
206738.2,4.34,104022.96,743,14,211978.25,0.28,0.975,0.503,1643.86,0.19,Very Good,0,Self-employed,Refinancing,Single,2,0
215324.89,5.12,80325.44,584,17,324857.62,0.2,0.663,0.373,1582.91,0.236,Fair,0,Unemployed,Home Improvement,Single,1,0
223129.2,3.86,79809.59,545,11,175718.35,0.25,1.27,0.358,2076.88,0.312,Poor,0,Retired,Home Purchase,Married,0,0
158350.03,3,98336.84,620,14,150000,0.26,1.056,0.621,1155.47,0.141,Fair,0,Retired,Home Purchase,Married,0,1
199999.02,3,59657.8,702,16,374164.51,0.36,0.535,0.298,1312.86,0.264,Good,0,Salaried,Refinancing,Married,0,1
225420.82,5.03,95776.84,718,18,296725.23,0.38,0.76,0.425,1588.3,0.199,Good,0,Salaried,Refinancing,Married,1,0
152328.25,4.42,71246.53,486,18,176590.63,0.44,0.863,0.468,1024,0.172,Poor,0,Self-employed,Refinancing,Married,0,0
112009.34,5.51,59260.4,644,16,251315.56,0.12,0.446,0.529,878.93,0.178,Fair,0,Salaried,Home Purchase,Single,0,1
217374.59,3.1,78168.01,564,11,242605.21,0.29,0.896,0.36,1945.57,0.299,Poor,0,Self-employed,Home Improvement,Married,0,0
190801.03,3,62454.39,533,12,150000,0.27,1.272,0.327,1579.43,0.303,Poor,0,Unemployed,Home Improvement,Married,0,1
266939.72,5.47,70035.9,717,10,315227.51,0.43,0.847,0.262,2892.44,0.496,Good,0,Salaried,Home Purchase,Single,3,0
232909.87,4.71,88924.08,532,17,166830.92,0.34,1.396,0.382,1661.05,0.224,Poor,0,Salaried,Home Purchase,Divorced,0,1
184131.32,3.64,64661.9,775,19,150000,0.37,1.228,0.351,1120.04,0.208,Very Good,0,Retired,Other,Divorced,0,0
132453.93,4.05,57914.86,677,10,219630.41,0.42,0.603,0.437,1344.08,0.278,Good,0,Unemployed,Refinancing,Single,0,0
267314.5,3.08,67893.26,573,18,323442.41,0.27,0.826,0.254,1613.79,0.285,Poor,0,Unemployed,Home Improvement,Single,1,1
239092.54,5.47,78047.8,845,14,150000,0.31,1.594,0.326,2040.08,0.314,Excellent,0,Unemployed,Refinancing,Single,1,0
264393.44,4.55,66200.87,734,16,277713.38,0.43,0.952,0.25,1941.49,0.352,Good,0,Salaried,Home Improvement,Married,2,1
248192.71,4.44,70777.63,717,13,318534.36,0.21,0.779,0.285,2097,0.356,Good,0,Salaried,Home Improvement,Divorced,2,1
139058.26,5.31,102823.99,733,17,187191.12,0.44,0.743,0.739,1036.32,0.121,Good,0,Self-employed,Home Purchase,Married,1,0
223066.78,3.36,92742.23,655,10,395745.72,0.31,0.564,0.416,2191.37,0.284,Fair,0,Salaried,Home Improvement,Single,1,1
247657.4,6,59223.65,799,24,287486.23,0.1,0.861,0.239,1624.58,0.329,Very Good,0,Retired,Home Purchase,Divorced,3,1
205534.67,3,82087.36,638,17,334292.32,0.39,0.615,0.399,1287.42,0.188,Fair,0,Retired,Home Purchase,Single,0,1
183815.6,3.91,104702.97,674,19,307638.26,0.26,0.598,0.57,1143.59,0.131,Good,0,Unemployed,Refinancing,Married,1,0
176736.12,6,66146.6,737,11,241612.29,0.21,0.731,0.374,1832.23,0.332,Good,0,Salaried,Home Purchase,Single,0,1
161785.82,4.26,55949.77,662,11,361869.2,0.33,0.447,0.346,1537.13,0.33,Fair,0,Self-employed,Refinancing,Single,1,1
194669.53,3.85,56411.89,743,17,313317,0.27,0.621,0.29,1301.36,0.277,Very Good,0,Unemployed,Home Purchase,Single,2,1
137386.33,4.23,50977.79,665,10,223865.52,0.32,0.614,0.371,1406.11,0.331,Fair,0,Salaried,Refinancing,Married,0,1
108686.4,5.99,81732.56,708,15,177614.65,0.2,0.612,0.752,916.54,0.135,Good,0,Retired,Home Improvement,Single,0,1
172489.22,3.3,60623.48,501,12,299194.35,0.44,0.577,0.351,1452.44,0.288,Poor,0,Salaried,Refinancing,Single,1,1
170742.64,3.62,83679.05,702,13,322933.99,0.24,0.529,0.49,1373.81,0.197,Good,0,Unemployed,Refinancing,Married,1,1
311898.75,5.33,86868.76,806,12,311574.4,0.38,1.001,0.279,2936.2,0.406,Excellent,0,Self-employed,Home Purchase,Married,1,1
268213.25,3.78,80824.94,665,16,366612.35,0.41,0.732,0.301,1864.2,0.277,Fair,0,Salaried,Home Purchase,Single,3,1
189801.83,3,105380.19,742,18,276067.5,0.36,0.688,0.555,1138.29,0.13,Very Good,0,Salaried,Home Purchase,Married,0,1
198485.33,4.18,63166.35,795,20,252125.45,0.23,0.787,0.318,1222.13,0.232,Very Good,0,Unemployed,Home Purchase,Single,2,0
252587.4,3,53498.98,827,10,229187.51,0.18,1.102,0.212,2439,0.547,Excellent,0,Self-employed,Home Purchase,Married,0,0
199303.53,4.37,82752.09,371,11,321033.88,0.26,0.621,0.415,1904.9,0.276,Poor,0,Salaried,Home Purchase,Married,1,1
190579.57,3.71,40000,637,13,315553.14,0.29,0.604,0.21,1541.83,0.463,Fair,0,Self-employed,Home Purchase,Divorced,2,1
187341.93,4.07,59572.46,623,21,242338.12,0.27,0.773,0.318,1107.44,0.223,Fair,0,Self-employed,Home Purchase,Single,0,0
192770.67,3.32,62269.07,699,13,400000,0.33,0.482,0.323,1523.17,0.294,Good,0,Salaried,Home Purchase,Married,2,1
144151.83,5.46,40000,548,16,198655.64,0.16,0.726,0.277,1127.3,0.338,Poor,0,Unemployed,Refinancing,Married,0,0
257351.72,4.67,51038.17,709,12,385979.12,0.26,0.667,0.198,2337.92,0.55,Good,0,Self-employed,Refinancing,Married,2,0
186852.59,4.06,69357.25,756,12,180111.47,0.39,1.037,0.371,1641.71,0.284,Very Good,0,Unemployed,Home Purchase,Married,0,1
262928.75,3.32,85687.58,673,24,262120.11,0.27,1.003,0.326,1325.68,0.186,Good,0,Self-employed,Home Improvement,Single,1,0
254009.52,3.6,102759.25,693,17,265383.3,0.42,0.957,0.405,1667.22,0.195,Good,0,Unemployed,Home Purchase,Married,2,0
223513.78,3.7,69648.73,543,10,159048.34,0.15,1.405,0.312,2230.8,0.384,Poor,0,Self-employed,Home Purchase,Married,0,1
261681.89,3.79,73211.59,730,12,150000,0.35,1.745,0.28,2264.59,0.371,Good,0,Salaried,Home Improvement,Single,3,1
189650.75,5.27,84763.69,616,15,237581.57,0.36,0.798,0.447,1526.31,0.216,Fair,0,Salaried,Home Purchase,Divorced,0,1
172203.28,3,57617.59,713,10,178832.54,0.39,0.963,0.335,1662.81,0.346,Good,0,Self-employed,Home Improvement,Married,1,0
167615.01,4.04,40000,592,14,324775.01,0.42,0.516,0.239,1307.97,0.392,Fair,0,Salaried,Home Improvement,Married,0,0
203582.65,4.08,61164.15,765,15,243788.78,0.36,0.835,0.3,1514,0.297,Very Good,0,Unemployed,Home Purchase,Married,2,1
234866.55,5.52,84773.98,558,10,150000,0.1,1.566,0.361,2551.62,0.361,Poor,0,Self-employed,Home Purchase,Married,3,1
219176.73,5.76,67976.3,684,18,276665.45,0.37,0.792,0.31,1631.77,0.288,Good,0,Retired,Refinancing,Single,3,1
295867.42,4.96,77043.55,647,18,249685.99,0.19,1.185,0.26,2073.05,0.323,Fair,0,Salaried,Refinancing,Married,1,0
225310.43,5.84,51928.36,812,11,220118.88,0.27,1.024,0.23,2317.25,0.535,Excellent,0,Self-employed,Home Improvement,Married,1,1
172473.26,5.12,73041.94,703,21,200063.4,0.32,0.862,0.423,1118.83,0.184,Good,0,Self-employed,Home Improvement,Married,0,1
208067.18,4.35,119668.78,686,10,150000,0.42,1.387,0.575,2141.23,0.215,Good,0,Unemployed,Refinancing,Married,1,0
245051.27,6,90034.03,717,10,286573.9,0.34,0.855,0.367,2720.57,0.363,Good,0,Unemployed,Home Purchase,Single,0,0
176337.92,3.46,100286.38,705,19,313074.4,0.31,0.563,0.569,1056.16,0.126,Good,0,Unemployed,Home Purchase,Divorced,1,1
168356.17,5.1,86436.14,749,26,150000,0.14,1.122,0.513,975.12,0.135,Very Good,0,Salaried,Home Purchase,Single,0,0
257399.81,3.38,54775.38,517,12,259476.84,0.33,0.992,0.213,2176.97,0.477,Poor,0,Salaried,Home Improvement,Single,3,1
238757.18,3,89728.13,645,10,150000,0.35,1.592,0.376,2305.46,0.308,Fair,0,Self-employed,Home Purchase,Single,3,1
201876,5.98,77301.83,598,10,389114.56,0.1,0.519,0.383,2239.35,0.348,Fair,0,Salaried,Refinancing,Married,0,1
174188.32,4.3,51036.2,820,19,262406.31,0.3,0.664,0.293,1119.03,0.263,Excellent,0,Salaried,Home Purchase,Married,2,1
185598.81,6,58817.49,792,19,361334.12,0.21,0.514,0.317,1366.16,0.279,Very Good,0,Self-employed,Refinancing,Married,2,1
214859.34,6,67923.98,794,27,167250.18,0.15,1.285,0.316,1340.69,0.237,Very Good,0,Unemployed,Home Purchase,Divorced,0,1
236623.25,4.56,92081.06,850,13,187189.29,0.35,1.264,0.389,2012.86,0.262,Excellent,0,Unemployed,Home Purchase,Married,0,0
251843.7,4.42,63774.3,787,24,326124.43,0.29,0.772,0.253,1420.22,0.267,Very Good,0,Retired,Refinancing,Single,2,1
208741.59,6,104139.69,490,18,250703.94,0.41,0.833,0.499,1582.6,0.182,Poor,0,Salaried,Home Improvement,Married,2,0
139689.36,4.34,67000.1,642,17,264120.15,0.33,0.529,0.48,969.19,0.174,Fair,0,Salaried,Home Purchase,Married,2,1
272364.24,3,40000,789,19,285080.41,0.18,0.955,0.147,1568.66,0.471,Very Good,0,Salaried,Home Purchase,Married,0,0
259122.27,6,60778.52,676,12,150000,0.37,1.727,0.235,2528.65,0.499,Good,0,Salaried,Home Purchase,Married,0,0
248782.07,5.6,78293.15,559,10,182483.73,0.29,1.363,0.315,2712.41,0.416,Poor,0,Self-employed,Other,Single,3,0
268412.66,5.01,50658.52,666,10,354696.06,0.2,0.757,0.189,2848.62,0.675,Fair,0,Salaried,Home Purchase,Married,0,0
241104.1,4.22,41849.87,586,15,228200.94,0.28,1.057,0.174,1809.79,0.519,Fair,0,Salaried,Refinancing,Single,2,1
205802.87,4.25,89713.84,652,10,216345.75,0.26,0.951,0.436,2108.33,0.282,Fair,0,Unemployed,Refinancing,Married,2,1
145160.26,4.67,78616.58,655,20,262405.55,0.38,0.553,0.542,931.74,0.142,Fair,0,Self-employed,Refinancing,Married,0,0
161117.7,4.32,82520.94,630,16,276720.02,0.5,0.582,0.512,1163.61,0.169,Fair,0,Salaried,Refinancing,Divorced,2,0
180687.05,5.86,94848,582,11,150000,0.21,1.205,0.525,1860.32,0.235,Fair,0,Unemployed,Home Improvement,Single,2,1
238960.48,6,58045.78,630,17,337579.79,0.26,0.708,0.243,1871.3,0.387,Fair,0,Unemployed,Home Purchase,Married,0,0
279424.73,3,74055.79,553,13,249138.32,0.23,1.122,0.265,2165.32,0.351,Poor,0,Salaried,Home Purchase,Single,1,1
269224.18,4.85,42451.18,663,10,282483.78,0.28,0.953,0.158,2835.96,0.802,Fair,0,Salaried,Home Purchase,Single,0,1
177323.85,3,83411.86,645,18,207802.5,0.34,0.853,0.47,1063.45,0.153,Fair,0,Salaried,Home Purchase,Single,0,1
193619.51,6,105291.66,698,17,243492.47,0.31,0.795,0.544,1516.24,0.173,Good,0,Salaried,Home Purchase,Married,0,0
132416.45,3.59,65460.98,687,16,161993.43,0.26,0.817,0.494,907.6,0.166,Good,0,Salaried,Home Purchase,Married,2,1
283401.03,4.37,62253.09,619,19,216828.14,0.38,1.307,0.22,1832.26,0.353,Fair,0,Unemployed,Home Purchase,Married,0,0
127240.24,5.88,93472.78,476,15,371930.88,0.44,0.342,0.735,1065.75,0.137,Poor,0,Self-employed,Home Purchase,Married,0,0
191290.68,3.08,56894.77,623,10,249410.86,0.39,0.767,0.297,1854.02,0.391,Fair,0,Salaried,Home Purchase,Single,0,1
269261.59,4.52,77007.02,707,10,236214.38,0.12,1.14,0.286,2793.15,0.435,Good,0,Self-employed,Home Purchase,Divorced,1,1
219646.21,3,66189.77,523,22,150000,0.26,1.464,0.301,1137.54,0.206,Poor,0,Salaried,Home Purchase,Single,0,0
228313.85,4.37,74663.9,727,10,197446.68,0.27,1.156,0.327,2352.39,0.378,Good,0,Self-employed,Home Purchase,Married,2,0
212388.62,4.68,50316.4,626,13,400000,0.11,0.531,0.237,1820.2,0.434,Fair,0,Salaried,Home Purchase,Married,0,1
113290.46,3,40000,559,13,187003.63,0.26,0.606,0.353,877.91,0.263,Poor,0,Self-employed,Home Purchase,Single,1,0
222310.75,5.32,78262.18,734,13,281449.87,0.36,0.79,0.352,1977.06,0.303,Good,0,Salaried,Home Purchase,Married,1,1
230862.87,3,44684.81,635,14,300447.88,0.48,0.768,0.194,1684.6,0.452,Fair,0,Unemployed,Refinancing,Single,1,0
171856.92,3.71,82214.02,744,11,199701.98,0.23,0.861,0.478,1587.67,0.232,Very Good,0,Self-employed,Home Purchase,Single,1,1
237334.31,3.87,89339.54,704,10,207006.97,0.21,1.147,0.376,2387.73,0.321,Good,0,Retired,Home Purchase,Single,2,1
176849.02,3,40000,664,13,306763.86,0.32,0.576,0.226,1370.44,0.411,Fair,0,Self-employed,Home Improvement,Married,2,1
268748.18,4.78,78162.48,501,13,253752.69,0.13,1.059,0.291,2316.58,0.356,Poor,0,Salaried,Home Improvement,Single,0,0
197899.54,4.33,80297.41,782,10,205269.2,0.22,0.964,0.406,2035.06,0.304,Very Good,0,Salaried,Home Purchase,Single,2,0
228315.41,3,71447.37,734,13,277379.91,0.15,0.823,0.313,1769.26,0.297,Good,0,Self-employed,Home Purchase,Married,1,0
214856.31,6,92519.86,626,15,220981.71,0.2,0.972,0.431,1813.08,0.235,Fair,0,Self-employed,Refinancing,Married,1,1
236153.68,6,68380.73,769,18,324812.41,0.36,0.727,0.29,1790.43,0.314,Very Good,0,Salaried,Home Improvement,Single,1,1
205448.33,3.65,50011.04,577,20,161885.56,0.29,1.269,0.243,1207.33,0.29,Poor,0,Salaried,Home Purchase,Married,2,1
235874.33,3.19,51823.65,669,18,166929.97,0.21,1.413,0.22,1436.73,0.333,Fair,0,Salaried,Home Improvement,Married,0,0
235431.67,3.18,80638.35,734,20,296469.71,0.27,0.794,0.343,1326.78,0.197,Good,0,Self-employed,Home Purchase,Married,2,0
138873.77,4.04,86027.23,667,19,203113.6,0.37,0.684,0.619,873.74,0.122,Fair,0,Self-employed,Home Purchase,Married,2,0
232684.14,5.05,110012.08,721,21,365527.23,0.26,0.637,0.473,1499.49,0.164,Good,0,Salaried,Home Improvement,Single,1,1
177327.26,3,62533.55,512,15,186834.33,0.25,0.949,0.353,1224.59,0.235,Poor,0,Self-employed,Home Purchase,Married,0,1
192148.15,5.33,87445.38,839,20,150000,0.24,1.281,0.455,1303.42,0.179,Excellent,0,Self-employed,Home Purchase,Single,0,1
187496.52,4.13,83893.48,613,18,221731.79,0.28,0.846,0.447,1232.09,0.176,Fair,0,Salaried,Home Purchase,Married,0,1
179739.99,4.7,74997.65,455,19,262429.29,0.42,0.685,0.417,1193.24,0.191,Poor,0,Salaried,Refinancing,Divorced,1,1
